id,source,target
8113,"Lady Helena bedauerte, die Hand des braven Indianers nicht drücken zu können.","Het speet lady Helena, dat zij de hand van den wakkeren Indiaan niet kon drukken."
8114,"Mac Nabbs hatte gleich nach den ersten Herzensergießungen seine Cabine aufgesucht, wo er sich mit ruhiger, sicherer Hand rasirte.","Toen de eerste vreugde wat voorbij was, zocht Mac Nabbs zijne hut op, waar hij zich met vaste en bedaarde hand schoor."
8115,"Paganel flog wie eine Biene von Einem zum Andern, und erntete Ehrenbezeigungen und freundliches Lächeln ein.","Paganel fladderde van den een naar den ander als een bij, om het sap van loftuitingen en glimlachjes te puren."
8116,"Er wollte die ganze Gesellschaft des Duncan umarmen, und da seiner Ansicht nach Lady Helena ebenso dazu gehörte, wie Mary Grant, so begann er damit bei diesen und hörte endlich bei Mr. Olbinett auf.","Hij wilde de geheele bemanning der _Duncan_ omhelzen, en bewerende, dat lady Helena er evengoed toe behoorde als Mary Grant, begon hij bij dezen om bij Olbinett te eindigen."
8117,"Der Steward glaubte eine solche Höflichkeit nicht besser erwidern zu können, als mit der Ankündigung des Frühstücks.","De hofmeester meende zooveel beleefdheid niet beter te kunnen vergelden, dan door aan te kondigen, dat het ontbijt gereed stond."
8118,»Das Frühstück? rief Paganel laut.,"""Het ontbijt!"" riep Paganel."
8119,"– Ja, Herr Paganel, erwiderte Mr. Olbinett.","""Ja, mijnheer Paganel!"" antwoordde Olbinett."
8120,"– Ein wirkliches Frühstück, auf einem wirklichen Tische, mit Gedeck und Servietten?","""Een echt ontbijt, op een echte tafel, met vork en mes en servet?"""
8121,"– Ja wohl, Herr Paganel.","""Wel zeker, mijnheer Paganel!"""
8122,"– Und wir werden kein Charqui, keine harten Eier und kein Straußfilet zu essen bekommen?","""En zullen wij geen _charqui_, geen harde eijeren, geen sneden struisvogelvleesch eten?"""
8123,"– Oho, mein Herr! entgegnete der Wirthschaftsmeister, der sich in seinem Fache gekränkt fühlte.","""Wel, mijnheer!"" antwoordde de hofmeester, eenigzins in zijn eer gekrenkt."
8124,"– Ich wollte Sie nicht beleidigen, lieber Freund, sagte lächelnd der Gelehrte. Einen Monat lang war das bei uns so das tägliche Brod, und wir speisten, nicht etwa an einem Tische sitzend, sondern auf der Erde liegend, wenn wir nicht gar dabei auf den Aesten eines Baumes ritten.","""Ik heb u niet willen beleedigen, mijn vriend!"" zeide de geleerde glimlagchend; ""maar, ziet ge, in geen maand hebben wij iets anders gehad, en wij nuttigden het, niet op een tafel zittende, maar op den grond liggende of op boomen huizende."
8125,"Das Frühstück, welches Sie eben anmeldeten, erschien mir demnach wie ein Traum, eine Einbildung, wie eine Chimäre!","Daarom kwam het ontbijt, dat gij aankondigt, mij voor als een droom, een bedrog, een hersenschim!"""
8126,"– Nun wohlan denn, Herr Paganel, fiel Lady Helena ein, die sich des Lachens kaum erwehren konnte, wir wollen schnell die Wirklichkeit desselben bestätigen.","""Laten wij dan het bewijs leveren, dat het wezenlijk bestaat, mijnheer Paganel!"" sprak lady Helena, die haar lagchen niet kon bedwingen."
8127,"– Hier, mein Arm, sagte der galante Geograph.","""Mag ik u mijn arm aanbieden?"" vroeg de galante aardrijkskundige."
8128,– Ew. Herrlichkeit haben mir keine Befehle in Betreff des Duncan zu ertheilen? fragte John Mangles.,"""Heeft Uw Edelheid geen orders te geven aangaande den koers van de _Duncan_?"" vroeg John Mangles."
8129,"– Nach dem Frühstücke, lieber John, erwiderte Glenarvan, werden wir das Programm unserer neuen Expedition mit Ruhe besprechen.«","""Na het ontbijt, waarde John! zullen wij gezamenlijk het programma voor onzen nieuwen togt opmaken,"" antwoordde Glenarvan."
8130,"Die Passagiere der Yacht, nebst dem jungen Kapitän derselben, gingen die Treppe hinunter.",De passagiers van het jagt en de jeugdige kapitein gingen naar de _longroom_.
8131,"Dem Maschinenmeister wurde aufgegeben, gespannten Dampf zu halten, um auf das erste Zeichen abfahren zu können.","De machinist kreeg last om stoom op te houden, ten einde op het eerste teeken te vertrekken."
8132,"Der Major, der frisch rasirt war, und die Reisenden, welche oberflächlich Toilette gemacht hatten, nahmen an der Tafel Platz.","De majoor, die zich geschoren had, en de reizigers namen, na zich wat opgeknapt te hebben, aan tafel plaats."
8133,Man that Mr. Olbinett's Frühstück alle Ehre an.,Men deed eer aan het ontbijt van Olbinett.
8134,Es wurde für ausgezeichnet und vorzüglicher als die splendidesten Festmahle in den Pampas erklärt.,"Eenstemmig werd het uitmuntend genoemd, zelfs beter dan de kostelijke maaltijden in de Pampa."
8135,"Paganel langte von jeder Schüssel, »aus Zerstreuung«, wie er sagte, zweimal zu. Lady Helena und Miß Grant auf dem Verdeck.","Paganel liet zich iederen schotel tweemaal geven, ""uit verstrooidheid"" zooals hij zeide."
8136,"Dieses unglückselige Wort veranlaßte Lady Glenarvan zu der Frage, ob der liebenswürdige Franzose nicht einige Male in seinen Erbfehler verfallen sei.","Dit ongelukkige woord deed lady Glenarvan vragen, of de beminnelijke Franschman soms tot zijn gewone zonde vervallen was."
8137,Der Major und Lord Glenarvan sahen sich lächelnd an.,De majoor en lord Glenarvan zagen elkander glimlagchende aan.
8138,"Paganel selbst brach ganz freimüthig in Lachen aus und verpflichtete sich auf Ehrenwort, während der ganzen Reise keine Zerstreutheit mehr zu begehen. Dann erzählte er sehr anziehend von seinem Unglück und von seinen tiefen Studien über Camoën's Meisterwerke. »Alles in Allem, fügte er zum Schluß hinzu, ist doch jedes Unglück zu Etwas gut, und ich bedauere meinen Irrthum nicht.","Paganel zelf barstte in een schaterend gelach uit, en verpandde ""zijn eer"" dat hij, hoe lang de reis ook nog duren mogt, niet meer verstrooid zou zijn; daarop gaf hij een zeer aardig verslag van zijn wederwaardigheden en van zijn grondige studiën over het werk van Camoëns. ""En toch,"" voegde hij er ten slotte bij, ""is het ongeluk ergens goed voor, en gevoel ik geen spijt over mijn dwaling."""
8139,"– Und warum nicht, mein werther Freund, fragte der Major.","""Hoe zoo, mijn vriend?"" vroeg de majoor."
8140,"– Weil ich nun nicht allein das Spanische, sondern auch das Portugiesische kenne!","""Omdat ik nu niet alleen spaansch, maar ook portugeesch spreek."
8141,"Ich spreche zwei Sprachen, statt einer!","Ik ken nu twee talen in plaats van ééne!"""
8142,"– Meiner Treu! Daran hatte ich nicht gedacht, antwortete Mac Nabbs.","""Daar had ik zoo waar niet aan gedacht,"" antwoordde Mac Nabbs."
8143,"Meinen Glückwunsch, Paganel, meinen aufrichtigen Glückwunsch!«","""Ik maak u wel mijn compliment, Paganel!"""
8144,"Alle sprachen Paganel ihren Beifall aus, wobei dieser sich keinen Bissen entgehen ließ.","Allen juichten Paganel toe, die daarom het eten niet vergat, hij at en praatte tegelijk."
8145,"Er aß und plauderte gleichzeitig; er bemerkte aber eine besondere Erscheinung nicht, welche Glenarvan nicht entgehen konnte: Die Aufmerksamkeiten, welche John Mangles seiner Nachbarin Mary Grant erwies.","Vandaar, dat hij een bijzonderheid, die Glenarvan niet ontgaan kon, niet opmerkte: de oplettendheid namelijk van John Mangles voor zijn jeugdige tafelburin Mary Grant."
8146,"Ein leichter Wink von Seiten der Miß Helena belehrte ihren Gemahl, daß es »richtig war«.","Een bijna onmerkbare wenk van lady Helena aan haar man deed dezen inzien, dat ""er iets gaande"" was!"
8147,"Mit liebevoller Theilnahme sah Glenarvan die beiden jungen Leute an und richtete eine Frage, aber ganz andern Inhalts, an John Mangles. Der Gelehrte läßt sein Licht leuchten.","Glenarvan zag de beide jongelieden met vriendelijk welgevallen aan en rigtte het woord tot John Mangles, maar over een heel andere zaak."
8148,"»Nun, und Ihre Fahrt, John, fragte er, wie ist sie abgelaufen?","""Vertel mij eens, John! hoe is het op uw reis gegaan?"""
8149,"– Ganz vortrefflich, erwiderte der Kapitän.","""Het kon niet beter,"" antwoordde de kapitein."
8150,"Ich habe Ew. Herrlichkeit nur zu melden, daß wir nicht durch die Magelhaensstraße gefahren sind.","""Alleen moet ik Uw Edelheid zeggen, dat wij niet door de straat van Magellaan teruggekeerd zijn."
8151,"– Ei! rief Paganel, Sie sind um das Cap Horn gefahren und ich bin nicht dabei gewesen!","""Wat!"" riep Paganel, ""zijt gij kaap Hoorn omgevaren, en dat zonder mij?"""
8152,– Nein! Da hängte ich mich auf! sagte der Major.,"""Hang u op!"" zeide de majoor."
8153,– Egoist! Sie ertheilen mir diesen Rath? Ich sollte Ihnen den Strick zum Aufhängen schicken.,"""Eigenbelangzoeker! wilt gij van mij erven, dat gij mij dien raad geeft?"" antwoordde de aardrijkskundige."
8154,"– Sehen Sie, mein lieber Paganel, fiel Glenarvan ein, wenn man nicht gerade die Eigenschaft der Allgegenwart besitzt, kann man eben nicht überall dabei sein. Und, da Sie die Ebene der Pampas mit durchwanderten, konnten Sie doch nicht gleichzeitig das Cap Horn umschiffen.","""Maar, waarde Paganel!"" sprak Glenarvan, ""wie de gaaf niet bezit van overal te gelijk te zijn, kan niet de Pampa's doortrekken en te gelijk kaap Hoorn omzeilen."""
8155,"– Das hindert mich aber nicht, es zu bedauern«, erwiderte der Gelehrte.","""Dat neemt niet weg, dat het mij spijt,"" antwoordde de geleerde."
8156,Man setzte dieses Gespräch nicht weiter fort und ließ es bei letzterer Antwort bewenden.,Maar er werd niet verder over gesproken en men liet het bij dit antwoord.
8157,John Mangles ergriff wieder das Wort und erstattete über seine Fahrt Bericht.,John Mangles nam nu het woord weer op en verhaalde zijn reis.
8158,"Auf dem Wege längs der amerikanischen Küste hatte er alle westlichen Inselgruppen durchforscht, ohne eine Spur von der Britannia zu finden.","Langs de amerikaansche kust varende, had hij op nieuw al de westelijke eilandgroepen onderzocht, maar nergens een spoor van de _Britannia_ gevonden."
8159,"Als er am Cap Pilares, dem Eingange in die Magelhaensstraße, ankam, war dort widriger Wind, so daß man nach Süden zusteuerte; der Duncan fuhr an der Insel Désolation vorbei, ging bis zum siebenundfünfzigsten Grade südlicher Breite, umsegelte Cap Horn, lief durch die Straße Le Maire, an Feuerland vorüber, und folgte dann der Küste Patagoniens.","Aan kaap Pilares, aan den ingang der straat gekomen, had hij zich om den tegenwind zuidwaarts gewend; de _Duncan_ stevende voorbij de Desolation-eilanden tot zeven en zestig graden zuiderbreedte, zeilde om kaap Hoorn, digt onder Vuurland, en hield het, na de straat van Le Maire doorgevaren te zijn, langs de kust van Patagonië."
8160,"In der Höhe des Cap Corrientes hatte das Schiff furchtbare Windstöße auszuhalten, dieselben, welche den Reisenden während des Gewitters so sehr zusetzten.","Daar werd hij op de hoogte van kaap Corrientes door een vreeselijken storm beloopen, denzelfden, die de reizigers zoo geteisterd had."
8161,"Die Yacht hielt sich sehr gut, und seit drei Tagen lavirte John Mangles auf hoher See, als ihm die Schüsse des Carabiners die Ankunft der so ungeduldig erwarteten Reisenden verkündete.","Maar het jagt hield zich goed, en sedert drie dagen voer John Mangles wat heen en weer, toen de losbrandingen der karabijnen hem verwittigden, dat de met zooveel ongeduld verwachte reizigers er waren."
8162,"Bezüglich der Lady Glenarvan und Miß Grant hätte der Kapitän des Duncan sehr ungerecht sein müssen, wenn er deren seltene Unerschrockenheit hätte verkennen wollen.","Zonder omtrent lady Glenarvan en miss Grant onbillijk te zijn, mogt de kapitein der _Duncan_ haar den lof voor haar zeldzame onverschrokkenheid niet onthouden."
8163,"Der Sturm erschreckte sie nicht, und wenn sie einige Zeichen von Furcht gaben, so rührten diese von dem Gedanken an ihre Freunde her, welche noch durch die Ebenen der Republik Argentina zogen.","De storm joeg haar geen schrik aan, en betoonden zij eenige vrees, dan was het alleen voor haar vrienden, die toen op de vlakten der argentijnsche republiek ronddoolden."
8164,"So endete John Mangles' Berichterstattung, welche ihm die Glückwünsche Lord Glenarvan's einbrachten. Dann wendete sich dieser an Miß Grant: »Meine liebe Miß, sagte er, ich sehe, daß der Kapitän John ihren hervorragenden Eigenschaften alle Ehre widerfahren läßt, und ich bin glücklich in dem Gedanken, daß es Ihnen ebenfalls an Bord seines Schiffes nicht mißfällt.","Hiermede besloot John Mangles zijn verhaal, waarna lord Glenarvan zijn tevredenheid over zijn gedrag betuigde; zich vervolgens tot Mary Grant rigtende, zeide hij: ""Lieve miss! ik hoor, dat kapitein John uw uitstekende hoedanigheden prijst, en het doet mij groot genoegen, dat ik daaruit mag opmaken, dat het u niet tegenstaat aan boord van zijn vaartuig!"""
8165,"– Wie sollte das auch anders sein? erwiderte Mary, die Lady Helena und vielleicht auch den jungen Kapitän ansah.","""Hoe zou dat anders kunnen wezen!"" antwoordde Mary, lady Helena en misschien ook den jongen kapitein aanziende."
8166,"– O, meine Schwester liebt Sie gar sehr, Herr John, rief Robert, und ich, ich liebe Sie auch!","""O, mijnheer John! mijn zuster houdt veel van u, en ik ook!"" riep Robert."
8167,"– Und ich erwidere Dir diese Zuneigung, mein lieber Junge«, antwortete John Mangles, der durch die Worte Robert's etwas verlegen wurde, wie denn auch eine leichte Röthe über Mary Grant's Antlitz flog.","""Ik mag u ook heel graag lijden, beste jongen!"" antwoordde John Mangles, die een beetje van streek geraakte door het gezegde van Robert, dat Mary Grant ook ligt had doen blozen."
8168,"Dann setzte John Mangles, der das Gespräch auf einen weniger verfänglichen Gegenstand lenken wollte, hinzu: »Nachdem ich nun über die Reise des Duncan berichtet habe, möchte Ew.","Vervolgens het gesprek op een minder gevaarlijk punt brengende, voegde hij er bij: ""Nu heb ik u de reis van de _Duncan_ verteld."
8169,"Herrlichkeit uns nicht einige Einzelheiten von Ihrer Ueberlandreise durch Amerika, und von den Thaten unseres jungen Helden mittheilen?«","Uwe Edelheid zal ons thans zeker wel het een en ander van zijn togt door Amerika en van de daden van onzen jeugdigen held willen mededeelen?"""
8170,"Nichts konnte Lady Helena und Miß Grant angenehmer sein, als diese Erzählung.",Niets kon lady Helena en miss Grant aangenamer zijn.
8171,"Lord Glenarvan beeilte sich, ihre Neugier zu befriedigen.",Lord Glenarvan haastte zich dan ook om hun nieuwsgierigheid te bevredigen.
8172,"Er erzählte, ohne etwas zu übergehen, die ganze Reise von einem Ocean zum andern.",Hij sloeg geen enkel voorval op de geheele reis van den eenen oceaan naar den anderen over.
8173,"Die Uebersteigung der Anden, das Erdbeben, das Verschwinden Robert's und seine Entführung durch den Condor, den Schuß Thalcave's, die Episode mit den rothen Wölfen, die Aufopferung Robert's, die Geschichte mit dem Sergeant Manuel, die Ueberschwemmung, die Zufluchtsstätte auf dem Ombu, ferner die Erzählung von dem Blitzstrahl, der Feuersbrunst, den Kaimans, der Trombe, der Nacht am Ufer des Atlantischen Oceans – alle diese erfreulichen oder schrecklichen Einzelheiten erregten wechselsweise die Freude oder den Schrecken seiner Zuhörer.","De Andesketen, de aardbeving, de verdwijning van Robert, diens wegvoering door den condor, het geweerschot van Thalcave, het voorval met de roode wolven, de zelfopoffering van den knaap, sergeant Manuel, de overstrooming, de vlugt op den boom, de bliksem, de brand, de kaaimans, de hoos, de nacht aan de kust van den Atlantischen oceaan, al die vrolijke of ontzettende omstandigheden wekten beurtelings de lachlust en den angst zijner hoorders op."
8174,"Mancher Umstand wurde berichtet, der Robert die Zärtlichkeiten seiner Schwester und der Lady Helena einbrachte; nie fühlte sich ein Knabe so innig und von so enthusiastischen Freundinnen umarmt.","Voor menig voorval dat hij mededeelde, ontving Robert de liefkozingen zijner zuster en van lady Helena. Nooit werd een knaap zoo innig of door opgewondener vriendinnen omhelsd."
8175,"Als Lord Glenarvan seine Erzählung beendet hatte, fügte er hinzu: »Nun, meine Freunde, denken wir an die Gegenwart; was vergangen, ist vergangen. Die Zukunft gehört uns; kommen wir nun auf Kapitän Harry Grant zurück.«","Toen lord Glenarvan zijn verhaal had geëindigd, voegde hij er nog bij: ""En nu willen wij aan het tegenwoordige denken, mijne vrienden! wat voorbij is is voorbij, maar de toekomst behoort ons; laten wij tot kapitein Harry Grant terugkeeren."""
8176,"Das Frühstück war zu Ende; die Theilnehmer sammelten sich in dem Privatsalon der Lady Glenarvan; sie nahmen rund um einen Tisch Platz, der mit Karten und Plänen bedeckt war, und bald war das Gespräch im Gange.","Het ontbijt was afgeloopen; al de gasten gingen in de hut van lady Glenarvan, schaarden zich om een tafel vol kaarten en teekeningen, en terstond begon het gesprek."
8177,"»Meine liebe Helena, sagte Lord Glenarvan, als ich an Bord kam, verkündete ich, daß, wenn die Schiffbrüchigen der Britannia auch nicht mit uns zurückkämen, wir doch mehr als je die Hoffnung hätten, sie wieder aufzufinden.","""Lieve Helena,"" zeide lord Glenarvan, ""toen ik aan boord kwam, heb ik u medegedeeld, dat, al kwamen de schipbreukelingen der _Britannia_ niet met ons, wij toch meer dan ooit hopen mogten hen terug te vinden."
8178,"Unsere Reise quer durch Amerika hat uns diese Ueberzeugung, oder besser gesagt, die Gewißheit verschafft, daß das Unglück weder an der Küste des Stillen, noch des Atlantischen Oceans stattgefunden hat.","Uit onzen togt door Amerika is het ons stellig gebleken, dat het onheil noch op de kusten der Stille Zuidzee, noch op die van den Atlantischen oceaan heeft plaats gehad."
8179,"Daraus folgt natürlicher Weise, daß die aus dem Documente hergeleitete Auslegung, wenigstens was dabei Patagonien betrifft, eine irrige war.","Daaruit volgt natuurlijk, dat de uitlegging aan het document gegeven, alsof Patagonië bedoeld werd, een dwaling is."
8180,"Zum Glück hat unser Freund Paganel, durch eine Art plötzlicher Erleuchtung, diesen Irrthum bemerkt.","Gelukkig heeft onze vriend Paganel, door eene plotselinge ingeving bezield, de dwaling ontdekt."
8181,"Er legte uns dar, daß wir uns auf falschem Wege befänden, und hat das Document in einer Weise erläutert, die jeden Zweifel in uns niederschlug.","Hij heeft aangetoond, dat wij een verkeerden weg volgden, en het document zoo uitgelegd, dat er voor ons geen twijfel meer overblijft."
8182,"Es handelt sich hier um das in französischer Sprache geschriebene Document, welches ich Paganel hier zu erklären bitten möchte, damit in dieser Hinsicht Niemand mehr einen Zweifel hege.«","Ik bedoel het fransche document, en ik wil Paganel verzoeken het hier uit te leggen, opdat niemand meer den geringsten twijfel moge koesteren."""
8183,"Als sich der Gelehrte in die Lage gesetzt sah, zu reden, that er's sogleich; er verbreitete sich über die Wortstücke -gonie und indi- in der überzeugendsten Weise; aus dem Stücke austral leitete er mit Nothwendigkeit das Wort Australien ab; er zeigte, daß der Kapitän Grant, indem er Peru verließ, um nach Europa zurückzukehren, auf einem rhedelosen Schiffe durch die südlichen Strömungen des Stillen Oceans bis zu den Ufern Australiens habe verschlagen werden können; kurz, seine geistreichen Hypothesen, seine seinen Schlußfolgerungen errangen sich den vollen Beifall selbst John Mangles, der in solchen Dingen ein schwer zu gewinnender Richter war und sich von phantastischen Ausschweifungen nicht hinreißen ließ.","De geleerde, zoo tot spreken uitgenoodigd, was terstond gereed; hij hield een overtuigende rede over de woorden _gonie_ en _indi_; het woord Australië leidde hij door een strenge redeneering af van het woord _austral_; hij bewees, dat kapitein Grant, de kust van Peru verlaten hebbende om naar Europa terug te keeren, met een ontredderd schip zeer gemakkelijk door de zuidelijke stroomen van de Stille Zuidzee tot de australiscbe kust kon medegesleept zijn; kortom zijn vernuftige vooronderstellingen, zijn schrandere gissingen verwierven de algemeene goedkeuring, ook van John Mangles, die anders in dit opzigt moeijelijk te overreden was en zich geenszins door zijn verbeeldingskracht liet wegslepen."
8184,"Als Paganel seinen Vortrag geendet hatte, meldete Glenarvan an, daß der Duncan sofort Australien zusteuern werde.","Zoodra Paganel met zijn betoog klaar was, beval Glenarvan, dat de _Duncan_ onmiddellijk koers zetten zou naar Australië."
8185,"Indessen wünschte der Major, bevor der Befehl ertheilt würde, die Fahrt nach Osten zu beginnen, noch einige Bemerkungen zu machen.","Alvorens de steven naar het oosten gewend werd, verzocht de majoor echter verlof om een enkele opmerking te maken."
8186,"»Sprechen Sie, Mac Nabbs, erwiderte Glenarvan.","""Spreek, Mac Nabbs!"" antwoordde Glenarvan."
8187,"– Es ist nicht meine Absicht, sagte der Major, die Beweiskraft der Argumente meines Freundes Paganel abzuschwächen, noch weniger, sie ganz abzuweisen; ich halte sie für gewichtig, für weise und unserer ganzen Aufmerksamkeit werth, und sie müssen mit gutem Grunde die Basis unserer zukünftigen Nachforschungen bilden.","""Mijn doel,"" sprak de majoor, ""is geenszins om de bewijzen van mijn vriend Paganel te verzwakken, nog minder ze te wederleggen; ik vind ze gegrond, schrander, al onze aandacht waardig, en met het volste regt moeten zij den grondslag onzer aanstaande nasporingen uitmaken."
8188,"Ich wünsche aber, daß sie einer letzten Prüfung unterzogen werden, um sie zu ganz unbestreitbarem und unbestrittenem Werthe zu erheben.«","Maar ik verlang, dat zij nog eens rijpelijk onderzocht worden, opdat hun waarde onbetwistbaar en onbetwist zij."""
8189,"Man konnte oder wollte dem klugen Mac Nabbs nicht entgegentreten, und seine Zuhörer lauschten ihm mit einer gewissen Aengstlichkeit.","Niemand begreep, waar de voorzigtige Mac Nabbs heen wilde, en allen hoorden hem met zekeren angst aan."
8190,"»Fahren Sie fort, Major, sagte Paganel, ich bin bereit, alle ihre Fragen zu beantworten.","""Ga voort, majoor!"" zeide Paganel. ""Ik ben bereid om al uw vragen te beantwoorden."""
8191,"– Meine Frage ist ganz einfach, begann der Major.","""Niets gemakkelijker dan dat,"" antwoordde de majoor."
8192,"Als wir vor nun fünf Monaten im Golf von Clyde die drei Documente durchstudirten, schien uns ihre Erklärung ganz einleuchtend.","""Toen wij, nu vijf maanden geleden, de drie documenten in de golf van Clyde onderzochten, kwam hun verklaring ons duidelijk voor."
8193,"Keine andere Küste, als die Westküste Patagoniens konnte der Schauplatz des Schiffbruches gewesen sein.",Geen andere dan de westkust van Patagonië kon het tooneel der schipbreuk zijn.
8194,Hierüber kam uns auch nicht der Schatten eines Zweifels.,"Geen schijn van twijfel zelfs kwam dienaangaande bij ons op!"""
8195,"– Eine ganz richtige Bemerkung, fiel Glenarvan ein.","""Die opmerking is zeer juist,"" meende Glenarvan."
8196,"– Später, fuhr der Major fort, als sich Paganel durch eine von der Vorsehung herbeigeführte Zerstreutheit bei uns mit einschiffte, wurden ihm die Documente vorgelegt und er billigte rückhaltslos unsere Nachforschungen an der amerikanischen Küste.","""Later,"" vervolgde de majoor, ""toen Paganel in een vlaag van door God beschikte verstrooidheid bij ons aan boord kwam, werden hem de documenten voorgelegd, en keurde hij zonder voorbehoud onze nasporingen op de amerikaansche kust goed."""
8197,"– Das gestehe ich zu, antwortete der Geograph.","""Dat is zoo,"" antwoordde de aardrijkskundige."
8198,"– Und doch haben wir uns getäuscht, sagte der Major.","""En toch hebben wij ons vergist,"" zeide de majoor."
8199,"– Wir haben uns getäuscht, wiederholte Paganel.","""Wij hebben ons vergist,"" herhaalde Paganel."
8200,"Aber um sich zu täuschen, Mac Nabbs, braucht man nur ein Mensch zu sein, während derjenige ein Thor ist, der in seiner Täuschung beharrt.","""Maar om zich te vergissen, Mac Nabbs! behoeft men slechts mensch te zijn, terwijl hij, die in zijn dwaling volhardt, een gek is."""
8201,"– Erlauben Sie, Paganel, erwiderte der Major, ereifern Sie sich nicht.","""Wacht een beetje, Paganel!"" antwoordde de majoor, ""word niet boos."
8202,"Ich verlange gar nicht, daß unsere Nachforschungen in Amerika noch fortgesetzt werden sollen ...","Ik wil niet zeggen, dat wij onze nasporingen in Amerika moeten voortzetten."""
8203,"– Nun, und was verlangen Sie denn? fragte Glenarvan.","""Wat verlangt gij dan?"" vroeg Glenarvan."
8204,"– Ein Geständniß, nichts weiter, das Eingeständniß, daß Australien jetzt mit der nämlichen Sicherheit der Ort des Schiffbruches der Britannia ist, wie es vorher Amerika war.","""Alleen de bekentenis, en anders niet, dat Australië thans even zeker het tooneel van de schipbreuk der _Brittannia_ schijnt te zijn, als Amerika het eerst scheen."""
8205,"– Das gestehen wir gerne zu, antwortete Paganel.","""Dat bekennen wij gaarne,"" antwoordde Paganel."
8206,"– Ich nehme davon Act, fuhr der Major fort, und benutze das, um Ihre Gedanken zu veranlassen, daß sie solchen Augenscheinlichkeiten, welche sich hinter einander widersprechen, etwas mißtrauen.","""Dat zal ik in mijn oor knoopen,"" hernam de majoor, ""en u tevens aansporen om uw verbeeldingskracht een beetje te wantrouwen ten aanzien van die opeenvolgende en met elkander strijdige gevolgtrekkingen."
8207,"Wer weiß, ob uns nach Australien nicht ein anderes Land dieselben Gewißheiten bieten, und ob, wenn diese Untersuchungen vergeblich gewesen, es uns dann nicht ›zweifellos‹ erscheinen wird, sie anderswo von Neuem vornehmen zu müssen?«","Wie weet of na Australië niet een ander land ons dezelfde zekerheid zal aanbrengen, en of het, als die nieuwe nasporingen weder vergeefsch zijn geweest, niet ""zeker"" zal schijnen, dat zij ergens elders hervat moeten worden."""
8208,Glenarvan und Paganel sahen sich einander an.,Glenarvan en Paganel zagen elkander aan.
8209,Die Bemerkungen des Majors machten durch ihre Richtigkeit Eindruck auf sie.,De opmerkingen van den majoor troffen hen door haar juistheid.
8210,"»Ich wünsche demnach, fuhr Mac Nabbs fort, daß wir eine letzte Prüfung vornehmen, bevor die Richtung nach Australien eingeschlagen wird. – Hier sind die Documente und hier sind Karten.","""Ik verlang dus,"" hervatte Mac Nabbs, ""dat er nog een onderzoek zal plaats hebben, voor wij op weg gaan naar Australië. Hier zijn de documenten, daar liggen kaarten."
8211,"Gehen wir nach einander alle diejenigen Punkte durch, welche der siebenunddreißigste Parallelkreis schneidet, und sehen wir, ob sich nicht ein anderes Land findet, auf welches das Document genau hinweisen möchte.","Laten wij achtereenvolgens al de punten onderzoeken, die de zeven en dertigste breedtegraad snijdt, en zien of wij niet eenig ander land aantreffen, dat het document juist zou aanwijzen."""
8212,"– Nichts ist leichter und kürzer, antwortete Paganel, denn glücklicherweise ist kein Ueberfluß von Ländern in dieser Breite.","""Niets is gemakkelijker en spoediger gedaan,"" antwoordde Paganel, ""want gelukkig is er juist geen overvloed van land op deze breedte."""
8213,"– Nun, wir wollen sehen«, sagte der Major, und breitete einen englischen nach Mercator's Projection entworfenen Planiglob aus, der auf einem Blatt die ganze Erdkugel darstellte.","""Laat eens zien,"" zeide de majoor, een engelsche wereldkaart naar de projectie van Mercator uitspreidende."
8214,"Die Karte wurde vor Lady Helena gelegt und Jedermann stellte sich so, um Paganel's Darlegungen folgen zu können.","De kaart werd voor lady Helena gelegd, en allen plaatsten zich zoo, dat zij het betoog van Paganel konden volgen."
8215,"»Wie ich Ihnen schon mitgetheilt habe, sagte der Geograph, trifft der siebenunddreißigste Breitengrad, nachdem er Süd-Amerika durchschnitten hat, auf die Inseln Tristan d'Acunha.","""Zooals ik u reeds vroeger zeide,"" begon de aardrijkskundige, ""gaat de zeven en dertigste breedtegraad over Zuid-Amerika en raakt dan de eilanden van Tristan d'Acunha."
8216,"Jedenfalls bin ich der Meinung, daß kein Wort aus den Documenten auf diese Inseln Bezug hat.«","Nu houd ik staande, dat geen enkel woord van het document op deze eilanden betrekking kan hebben."""
8217,"Nach genauester Prüfung der Documente mußte man zugeben, daß Paganel Recht habe.","De documenten werden naauwkeurig onderzocht, en men moest toegeven, dat Paganel gelijk had."
8218,Tristan d'Acunha wurde einstimmig verworfen.,Tristan d'Acunha werd dus met algemeene stemmen verworpen.
8219,"»Weiter, fuhr der Geograph fort.","""Verder,"" ging de aardrijkskundige voort."
8220,Beim Verlassen des Atlantischen Oceans kommen wir zwei Grad unter dem Cap der Guten Hoffnung vorbei und gelangen in den Indischen Ocean.,"""Den Atlantischen oceaan verlatende, gaan wij twee graden bezuiden de kaap de Goede Hoop en komen in den Indischen oceaan."
8221,"Nur eine einzige Inselgruppe findet sich dort auf unserm Wege, die der Amsterdam-Inseln.","Slechts ééne eilandengroep ontmoeten wij, Amsterdam."
8222,Wir wollen sie derselben Prüfung wie Tristan d'Acunha unterziehen.«,"Passen wij hierop hetzelfde onderzoek toe als op Tristan d'Acunha."""
