id,translation
6585,"{'de': 'Findet sich dort hinreichend Wasser, so erwarten Sie die Uebrigen am Ufer des Guamini; fehlt es dagegen, so kommen Sie ihnen wieder entgegen, um Jenen einen nutzlosen Weg zu ersparen.', 'nl': 'Vinden zij er genoeg water, dan zullen zij hun makkers op de oevers der Guamini afwachten. Is er geen water, dan zullen zij terugkeeren om hun een vergeefsche reis te besparen.""'}"
6586,"{'de': '– Nun, und dann? fragte Tom Austin.', 'nl': '""En dan?"" vroeg Tom Austin.'}"
6587,"{'de': '– Dann werden wir uns entschließen müssen, fünfundsiebenzig Meilen gen Süden hinabzureisen, bis zu den ersten Verzweigungen der Sierra Ventana, wo es zahlreiche Flüsse giebt.', 'nl': '""Dan zullen wij moeten besluiten om vijf en zeventig mijlen verder zuidwaarts te trekken, tot aan de eerste vertakkingen der sierra Ventana, waar de rivieren talrijk zijn.""'}"
6588,"{'de': '– Dieser Rath ist gut, bemerkte Glenarvan, und wir wollen ihn ohne Zaudern befolgen.', 'nl': '""Die raad is goed,"" antwoordde Glenarvan, ""en wij zullen hem zonder uitstel opvolgen.'}"
6589,"{'de': 'Mein Pferd hat aus Mangel an Wasser noch nicht zu sehr gelitten, und so erbiete ich mich, Thalcave zu begleiten.', 'nl': 'Mijn paard heeft nog niet veel van het gebrek aan water geleden, en ik bied aan om Thalcave te vergezellen.""'}"
6590,"{'de': '– O, Mylord, nehmen Sie mich mit, bat Robert, als ob es sich um einen Ausflug zum Vergnügen handelte.', 'nl': '""O, neem mij mede, mylord!"" zeide Robert, alsof er sprake was van een rijtoertje.'}"
6591,"{'de': '– Aber wirst Du uns folgen können, mein Kind?', 'nl': '""Maar zult gij ons kunnen volgen, mijn jongen?""'}"
6592,"{'de': '– Ja wohl! Ich habe ein braves Thier, das nichts mehr verlangt, als vorwärts zu gehen.', 'nl': '""Ja! ik heb een goed dier, dat niet liever dan vooruit wil.'}"
6593,"{'de': ""Gestatten Sie's, Mylord? ... O, ich bitte!"", 'nl': 'Wilt gij ... mylord?... ik smeek u er om.""'}"
6594,"{'de': '– So sei es, mein Knabe, sagte Glenarvan, selbst erfreut, sich nicht von Robert trennen zu müssen.', 'nl': '""Ga dan maar mede, mijn jongen!"" zeide Glenarvan, die blijde was, dat hij niet van Robert behoefde te scheiden.'}"
6595,"{'de': 'Wir drei, fügte er hinzu, müßten doch sehr ungeschickt sein, wenn wir keinen frischen und klaren Wasservorrath entdecken sollten.', 'nl': '""Wij zouden wel heel lomp moeten zijn,"" voegde hij er bij, ""wanneer wij met ons drieën geen versch en helder water ontdekten.""'}"
6596,"{'de': '– Nun, und ich? fragte Paganel.', 'nl': '""En ik dan?"" zeide Paganel.'}"
6597,"{'de': '– O, Sie, mein lieber Paganel, erwiderte der Major, Sie bleiben bei der Reserve-Abtheilung.', 'nl': '""O, gij, waarde Paganel!"" antwoordde de majoor, ""gij zult bij de reserve blijven.'}"
6598,"{'de': 'Sie kennen den siebenunddreißigsten Parallelkreis, den Guaminifuß und die ganzen Pampas viel zu genau, um uns zu verlassen.', 'nl': 'Gij kent de zeven en dertigste parallel en de rivier Guamini en de geheele pampa te goed om ons te verlaten.'}"
6599,"{'de': 'Weder Mulrady, Wilson noch ich selbst, Keiner würde im Stande sein, Thalcave an dem verabredeten Punkte wieder aufzufinden, während wir voller Vertrauen unter dem Banner des braven Jacques Paganel marschiren werden.', 'nl': 'Noch Mulrady, noch Wilson, noch ik zijn in staat om Thalcave op de plaats van bijeenkomst te vinden, terwijl wij vol vertrouwen zullen oprukken onder de banier van den dapperen Jacques Paganel.""'}"
6600,"{'de': '– Ich verzichte also, antwortete der Geograph, dem es schmeichelte, eine Art Obercommando zu übernehmen.', 'nl': '""Ik onderwerp mij,"" antwoordde de aardrijkskundige, wiens eigenliefde gestreeld werd door het verkrijgen van een opperbevel.'}"
6601,"{'de': '– Aber keine Zerstreutheiten, muß ich bitten, setzte der Major hinzu.', 'nl': '""Maar pas op voor verstrooidheid!"" voegde de majoor er bij.'}"
6602,"{'de': 'Führen Sie uns nicht dahin, wo wir Nichts zu schaffen haben, und bringen Sie uns nicht etwa nach den Küsten des Stillen Oceans zurück.', 'nl': '""Breng ons niet, waar wij niet zijn moeten, b.v. aan de oevers der Stille Zuidzee!""'}"
6603,"{'de': '– Sie verdienten es eigentlich, Sie unausstehlicher Major, erwiderte Paganel lachend.', 'nl': '""Gij zoudt het anders wel verdienen, onuitstaanbare majoor!"" antwoordde Paganel lagchende.'}"
6604,"{'de': 'Indessen, lieber Glenarvan, sagen Sie mir, wie denken Sie sich mit Thalcave zu verständigen?', 'nl': '""Maar zeg eens, waarde Glenarvan! hoe zult gij de taal van Thalcave verstaan?""'}"
6605,"{'de': '– Ich denke, daß der Patagonier und ich nicht viele Veranlassung zum Plaudern haben werden.', 'nl': '""Ik vooronderstel,"" antwoordde Glenarvan, ""dat de Patagoniër en ik niet veel te praten zullen hebben.'}"
6606,"{'de': 'Mit den paar spanischen Worten, die ich inne habe, werde ich übrigens bei dringender Veranlassung wohl im Stande sein, ihm meine Gedanken auszudrücken und die seinigen zu verstehen.', 'nl': 'Bovendien zou ik met eenige spaansche woorden, die ik magtig ben, in een dringende omstandigheid wel in staat zijn om hem mijne gedachte mede te deelen en de zijne te begrijpen.""'}"
6607,"{'de': '– So ziehen Sie hin, mein werther Freund, antwortete Paganel.', 'nl': '""Ga dan, waardige vriend!"" antwoordde Paganel.'}"
6608,"{'de': '– Zunächst wollen wir zu Abend essen und wenn möglich bis zur Stunde der Abfahrt schlafen.«', 'nl': '""Laten wij eerst ons avondeten gebruiken,"" zeide Glenarvan, ""en, als het kan, slapen tot het uur van vertrek.""'}"
6609,"{'de': 'Die Gesellschaft nahm ihr Abendessen ohne dazu zu trinken ein, was wenig erquickend erschien, und schlief, da sie nichts Besseres zu thun hatte.', 'nl': 'Men hield een muizenmaaltijd, hetgeen niet zeer verkwikkend was, en sliep, om zijn dorst te vergeten.'}"
6610,"{'de': 'Paganel träumte von Gießbächen, von Flüssen, Strömen, Teichen, Bächen, von gefüllten Caraffen, kurz von Allem, was gewöhnlich trinkbares Wasser enthält.', 'nl': 'Paganel droomde van bergstroomen, van watervallen, van rivieren, van stroomen, van vijvers, van beken, ja zelfs van volle karaffen, in één woord van alles, wat doorgaans drinkbaar water bevat.'}"
6611,"{'de': 'Es war ein wahres Alpdrücken.', 'nl': 'Hij had waarlijk de nachtmerrie.'}"
6612,"{'de': ""Am andern Morgen wurden um sechs Uhr die Pferde Thalcave's, Glenarvan's und Robert Grant's gesattelt; sie erhielten die letzte Ration Wasser, die sie mit mehr Begierde als Befriedigung verzehrten, denn sie war fast ekelerregend."", 'nl': 'Den volgenden morgen ten zes ure werden de paarden van Thalcave, Glenarvan en Robert gezadeld; men gaf hun het laatste rantsoen water, dat zij met meer gretigheid dan smaak uitdronken, want het was zeer walgelijk.'}"
6613,"{'de': 'Dann saßen die drei Reiter auf.', 'nl': 'Vervolgens sprongen de drie ruiters in den zadel.'}"
6614,"{'de': '»Auf Wiedersehen! riefen der Major, Austin, Wilson und Mulrady.', 'nl': '""Tot weerziens!"" riepen de majoor, Austin, Wilson en Mulrady.'}"
6615,"{'de': '– Und vor Allem, seht zu, daß Ihr nicht wieder zurück kommt!« fügte Paganel hinzu.', 'nl': '""En doet vooral uw best om weg te blijven!"" voegde Paganel er bij.'}"
6616,"{'de': 'Bald verloren der Patagonier, Glenarvan und Robert, nicht ohne eine gewisse Beklemmung zu fühlen, die der Klugheit des Geographen anvertraute Truppe aus den Augen.', 'nl': 'Weldra verloren de Patagoniër, Glenarvan en Robert, niet zonder eenige benaauwdheid, de afdeeling uit het oog, die aan de schranderheid van den geleerden aardrijkskundige was toevertrouwd.'}"
6617,"{'de': 'Die »Desertio de las Salinas«, durch welche sie kamen, ist eine thoniglehmige Ebene, bedeckt mit verkrüppeltem, zehn Fuß hohem Gesträuch kleiner Mimosenarten, welche die Indianer »Curra-Mammel« nennen, und mit »Jumes«, einem buschigen, salzreichen Strauche.', 'nl': 'De ""desertio de las Salinas,"" die zij nu doorreisden, is een kleiachtige vlakte, bedekt met tien voet hooge ondergeblevene heesters, met mimosaplanten, die de Indianen ""curra-mammel"" noemen, en met de ""jume,"" een struikachtig gewas, rijk aan soda.'}"
6618,"{'de': 'Da und dort spiegelten große Bodenstrecken die Strahlen der Sonne mit erstaunlicher Stärke zurück. Robert ergriff des Lords Hand und küßte sie.', 'nl': 'Hier en daar weerkaatsten breede strooken zout de zonnestralen met verbazende kracht.'}"
6619,"{'de': '(S. 156.) Das Auge konnte diese »Barreros«, das sind mit Salz durchsetzte Landstrecken leicht mit Eisflächen, die von strenger Kälte herrührten, verwechseln, hätte nicht der Sonnenbrand ihm sofort diese Täuschung benommen.', 'nl': 'Het oog zou ligt die ""barrero\'s"" aangezien hebben voor ijskorsten; maar de zonnehitte zou het weldra uit den droom hebben geholpen.'}"
6620,"{'de': 'Immerhin verlieh dieser Gegensatz zwischen dem trockenen und verbrannten Boden und jenen blinkenden Stellen der Wüstenei ein ganz besonderes Aussehen, das den Blick interessirte.', 'nl': 'Niettemin gaf die tegenstelling van een dorren en verschroeiden bodem met die fonkelende vlakken aan deze woestijn een zeer buitengewoon voorkomen, dat de opmerkzaamheid gaande maakte.'}"
6621,"{'de': 'Dagegen bot diese Sierra Ventana, achtzig Meilen nach Süden zu, wohin die etwaige Trockenheit des Guamini die Reisenden vielleicht zu gehen zwingen konnte, einen sehr verschiedenen Anblick.', 'nl': 'Tachtig mijlen zuidelijker integendeel leverde die sierra Ventada, waarheen de mogelijke uitdrooging der Guamini de reizigers misschien noodzaken zou zich te begeven, een geheel ander gezigt op.'}"
6622,"{'de': 'Dieses im Jahre 1835 durch den Kapitän Fitz-Roy, der damals die Expedition des Beagle befehligte, aufgeschlossene Land ist von ausnehmender Fruchtbarkeit.', 'nl': 'Dit land, dat in 1835 bezocht werd door de expeditie onder aanvoering van kapitein Fitz-Roy, bevelhebber der _Beagle_, is bij uitstek vruchtbaar.'}"
6623,"{'de': 'Dort gedeihen in einer Fülle ohne Gleichen die besten Weideplätze des indianischen Territoriums. Der nordwestliche Abhang der Sierras ist da mit üppigen Gräsern bedeckt und mit Wäldern, welche reich an köstlichen Baumarten sind.', 'nl': 'De beste weiden van het indiaansche grondgebied prijken daar met het heerlijkste groen; de noordwestelijke helling der sierra\'s is daar bedekt met het weelderigste grasgewas, en strekt zich uit tot in bosschen, die rijk zijn aan allerlei houtsoorten; daar ziet men den ""algarrobo,"" een soort van St.'}"
6624,"{'de': 'Dort sieht man den »Algarrobo«, eine Art Johannisbrodbaum, dessen getrocknete und gemahlene Früchte ein von den Indianern sehr geschätztes Brod liefern; den »weißen Quebracho«, mit langen biegsamen Zweigen, wie bei der europäischen Trauerweide; den »rothen Quebracho«, mit unzerstörbarem Holze; den »Naudubay«, der sich so sehr leicht entzündet, und nicht selten furchtbare Feuersbrünste veranlaßt; den »Viraro«, dessen violette Blüthen sich pyramidenförmig aufbauen, und endlich den »Timbo«, der seine ungeheure sonnenschirmartige Krone bis achtzig Fuß in die Luft erhebt, und unter dem sich ganze Heerden vor den Strahlen der Sonne schützen können.', 'nl': 'Jansbroodboom, welks gedroogde en fijngemalen vrucht tot het vervaardigen van een brood dient, dat door de Indianen zeer geacht wordt; den witten ""quebracho,"" met lange en buigzame takken, die even als de europeesche wilg treuren; den rooden ""quebracho,"" wiens hout onvergankelijk is; den ""naudubay,"" die zeer snel vlam vat en dikwijls verschrikkelijke branden veroorzaakt; den ""viraro,"" wiens paarsche bloemen in de gedaante eener pyramide boven elkander staan, en eindelijk den ""timbo,"" die zijn ontzaggelijk zonnescherm tachtig voet hoog in de lucht verheft, waaronder geheele kudden een beschutting vinden tegen de stralen der zon.'}"
6625,"{'de': 'Die Argentiner haben schon oft versucht, dieses reiche Land zu colonisiren, haben aber die Feindseligkeit der Indianer noch nicht zu überwinden vermocht.', 'nl': 'De Argentijnen hebben meermalen pogingen aangewend om dit rijke land te koloniseeren, maar te vergeefs getracht de vijandige gezindheid der Indianen te overwinnen.'}"
6626,"{'de': 'Ohne Zweifel war die Annahme gestattet, daß zahlreiche Bergwässer von den Höhen der Sierra herabfließen müßten, um das bei so großer Fruchtbarkeit nothwendige Wasser zu liefern, und wirklich hat auch das trockenste Wetter diese Flüsse noch niemals ganz verdunsten lassen; um diese aber zu erreichen, hätte man gegen hundertdreißig Meilen2 nach Süden vordringen müssen.', 'nl': 'Voorzeker had men regt om te meenen, dat talrijke stroompjes van het gebergte afdaalden, om het water, dat voor zulk een vruchtbaarheid noodig was, te verschaffen, en inderdaad heeft de ergste droogte die rivieren nooit doen verdampen, maar om ze te bereiken moest men wel honderd dertig mijlen zuidelijker trekken.'}"
6627,"{'de': 'Thalcave that also recht daran, sich zunächst gegen den Guamini zu wenden, der, ohne eine Abweichung von der einmal eingehaltenen Richtung zu bedingen, in weit größerer Nähe angetroffen werden mußte.', 'nl': 'Thalcave had dus wel gelijk, dat hij zich eerst naar de Guamini begaf, die, zonder hem van den weg af te leiden, veel digter bij was.'}"
6628,"{'de': 'Die Pferde galopirten mit Feuer.', 'nl': 'De drie paarden galoppeerden wakker voort.'}"
6629,"{'de': 'Die prächtigen Thiere fühlten offenbar aus Instinct, wohin ihre Herren sie führten.', 'nl': 'Die uitmuntende dieren roken zeker uit instinct, waar hun meesters hen heenbragten.'}"
6630,"{'de': 'Vor Allen zeigte Thaouka eine Munterkeit, die weder Anstrengungen noch Mangel zu mindern vermochte. Wie ein Vogel flog das Thier über die ausgetrockneten Rohrteiche und die Curra-Mammel-Büsche, indem es wie zu guter Vorbedeutung dabei wieherte.', 'nl': ""Thaouka vooral legde een levendigheid aan den dag, die geen vermoeijenis noch behoefte kon verminderen; hij sprong met de snelheid van een vogel over de verdroogde cañada's en de curra-mammel-struiken heen, waarbij zijn gehinnik een goed voorteeken was.""}"
6631,"{'de': ""Glenarvan's und Robert's Pferde, die zwar etwas schwerfälliger waren, folgten ihm doch muthig, von seinem Beispiele getrieben."", 'nl': 'Door zijn voorbeeld aangevuurd, volgden de paarden van Glenarvan en Robert hem wel met trager schreden, maar toch vol moed.'}"
6632,"{'de': 'Thalcave, der unbeweglich im Sattel saß, gab seinen Gefährten dasselbe Beispiel, wie Thaouka den seinigen.', 'nl': 'Thalcave, die regtop in den zadel zat, gaf zijn makkers het voorbeeld, dat Thaouka den zijnen gaf.'}"
6633,"{'de': 'Oefters wandte der Patagonier den Kopf zurück, um nach Robert Grant zu sehen.', 'nl': 'De Patagoniër draaide gedurig het hoofd om, ten einde naar Robert Grant te zien.'}"
6634,"{'de': 'Wenn er so den Knaben sah, sattelfest und gut sitzend, den Rücken geschmeidig, die Schultern zurückgezogen, die Beine in natürlicher Lage, die Knie wohl geschlossen, so bezeugte er seine Befriedigung durch einen ermunternden Zuruf.', 'nl': 'Als hij den knaap zoo stevig en regtop, met buigzame lendenen, ingetrokken schouders, de beenen los langs het paard hangende en de knieën stijf tegen den zadel gedrukt, zag zitten, gaf hij door een aanmoedigenden uitroep aan zijn tevredenheid lucht.'}"
6635,"{'de': 'In der That wurde Robert ein ausgezeichneter Reiter und verdiente die aufmunternden Belobungen des Indianers.', 'nl': 'Robert Grant werd dan ook inderdaad een uitmuntend ruiter en verdiende de loftuigingen van den Indiaan.'}"
6636,"{'de': '»Bravo, Robert, sagte dann Glenarvan, Thalcave scheint Dich zu beglückwünschen!', 'nl': '""Bravo! Robert!"" zeide Glenarvan; ""ik geloof, dat Thalcave u gelukwenscht.'}"
6637,"{'de': 'Er spendet Dir seinen Beifall, mein Knabe.', 'nl': 'Hij juicht u toe, mijn jongen!""'}"
6638,"{'de': '– Und in welcher Beziehung, Mylord.', 'nl': '""En waarom, mylord?""'}"
6639,"{'de': '– Wegen der guten Haltung, mit der Du reitest.', 'nl': '""Omdat gij zoo flink te paard zit.""'}"
6640,"{'de': '– O, ich halte mich nur fest, das ist Alles, erwiderte Robert, der doch vor Vergnügen, sich loben zu hören, erröthete.', 'nl': '""O! ik houd mij goed vast; dat is alles,"" antwoordde Robert, die van genoegen bloosde, omdat hij zich hoorde prijzen.'}"
6641,"{'de': '– Das ist zwar die Hauptsache, Robert, meinte Glenarvan, aber Du bist zu bescheiden, und ich sage Dir voraus, es kann gar nicht ausbleiben, daß Du ein vollendeter Sportsman wirst.', 'nl': '""Dat is het voornaamste, Robert!"" antwoordde Glenarvan; ""maar gij zijt te zedig, en ik voorspel u, dat gij eenmaal een volleerd paardrijder zult worden.""'}"
6642,"{'de': '– Herrlich, sagte Robert lachend, und was wird Papa, der einen Seemann aus mir machen will, dazu sagen?', 'nl': '""Goed!"" zeide Robert lagchende; ""maar wat zal vader er wel van zeggen, die een zeeman van mij wil maken?""'}"
6643,"{'de': '– Das Eine schließt das Andere nicht aus.', 'nl': '""Het eene sluit het andere niet uit.'}"
6644,"{'de': 'Wenn auch nicht alle Reiter gute Seeleute abgeben mögen, so sind doch alle Seeleute im Stande, gute Reiter zu werden.', 'nl': 'Worden alle ruiters al geen goede zeelieden, zoo zijn toch de zeelieden geschikt om goede ruiters te worden.'}"
6645,"{'de': 'Beim Reiten auf den Raaen lernt man sich fest halten.', 'nl': ""Als men daar zoo op de ra's zit, leert men zich wel goed vasthouden.""}"
6646,"{'de': 'Was dann das Zusammennehmen des Pferdes betrifft, oder die Ausführung der Bewegungen seitwärts oder im Kreise, das lernt sich, da es etwas ganz Natürliches ist, ganz von selbst.', 'nl': 'De kunst om zijn paard te verzamelen, om schuinsche of cirkelvormige bewegingen te maken, komt van zelve, want niets is eenvoudiger.""'}"
6647,"{'de': '– Der arme Vater! fiel Robert ein, o, wie wird er Ihnen für seine Rettung danken!', 'nl': '""Arme vader!"" antwoordde Robert, ""ach! hoe dankbaar zal hij jegens u zijn, mylord! wanneer gij hem moogt redden!""'}"
6648,"{'de': '– Du liebst ihn wohl sehr, Robert?', 'nl': '""Houdt gij veel van hem, Robert?""'}"
6649,"{'de': '– Ja, Mylord.', 'nl': '""Ja, mylord!'}"
6650,"{'de': 'Er war so gut gegen meine Schwester und mich.', 'nl': 'Hij was zoo goed voor mijn zuster en mij.'}"
6651,"{'de': 'Er dachte nur an uns!', 'nl': 'Hij dacht alleen aan ons!'}"
6652,"{'de': 'Von jeder Reise brachte er uns ein Andenken aus den Ländern, die er besucht hatte, mit, und mehr noch, zarte Liebkosungen und süße Schmeichelworte.', 'nl': 'Bij iedere reis bragt bij ons een gedachtenis mede uit alle landen, die hij bezocht, en wat nog beter was, bij zijn terugkomst liefkoosde hij ons en sprak hij ons vriendelijk toe.'}"
6653,"{'de': 'Ach, Sie, Sie werden ihn auch lieben, wenn Sie ihn erst kennen!', 'nl': 'O! gij zult ook wel veel van hem houden, wanneer gij hem hebt leeren kennen!'}"
6654,"{'de': 'Mary ist ihm ähnlich.', 'nl': 'Mary gelijkt sprekend op hem.'}"
6655,"{'de': 'Er hat eine ebenso weiche Stimme als sie.', 'nl': 'Hij heeft een even zachte stem als zij!'}"
6656,"{'de': 'Bei einem Seemann ist das auffallend, nicht wahr?', 'nl': 'Dat is zeer vreemd voor een zeeman, niet waar?""'}"
6657,"{'de': '– Ja, sehr auffallend, Robert, antwortete Glenarvan.', 'nl': '""Ja, zeer vreemd, Robert!"" antwoordde Glenarvan.'}"
6658,"{'de': '– Ich sehe ihn noch immer, fuhr das Kind, wie im Selbstgespräch, fort. Du guter, braver Vater!', 'nl': '""Ik zie hem nog,"" vervolgde het kind, die nu tot zich zelven scheen te spreken.'}"
6659,"{'de': 'Ich schlief auf seinen Knieen ein, als ich noch klein war, und er sang immer leise ein altes schottisches Lied, welches die Seen unseres Heimatlandes verherrlicht.', 'nl': '""Goede en brave vader! hij wiegde mij op zijn knie in slaap, toen ik klein was, en neuriede altijd een oud schotsch liedje, waarin de meren van ons land bezongen worden.'}"
6660,"{'de': 'Manchmal komme ich auf die Melodie, aber nicht genau, Mary auch.', 'nl': 'De wijs herinner ik mij soms nog half en half. Mary ook.'}"
6661,"{'de': 'O, Mylord, wie liebten wir ihn!', 'nl': 'Ach, mylord! wat hielden wij veel van hem!'}"
6662,"{'de': 'Ich glaube, man muß noch klein sein, um seinen Vater zu lieben.', 'nl': 'Ik geloof waarlijk dat men klein moet zijn om veel van zijn vader te houden!""'}"
6663,"{'de': '– Und groß, um ihn zu verehren, mein Kind«, erwiderte Glenarvan, ganz bewegt von den Worten, die dem jungen Herzen entquollen.', 'nl': '""En groot om hem te eeren, mijn kind!"" antwoordde lord Edward, die innig geroerd werd door die woorden, welke uit dat kinderhart vloeiden.'}"
6664,"{'de': 'Während dieses Gesprächs hatten die Pferde zu laufen nachgelassen und gingen im Schritt.', 'nl': 'Gedurende dit gesprek hadden de paarden hun gang vertraagd en liepen zij stapvoets.'}"
6665,"{'de': '»Wir werden ihn wiederfinden, nicht wahr? fragte Robert nach einigen Minuten des Stillschweigens.', 'nl': '""Wij zullen hem terugvinden, niet waar?"" zeide Robert na eenige oogenblikken gezwegen te hebben.'}"
6666,"{'de': '– Ja, wir finden ihn wieder.', 'nl': '""Ja, wij zullen hem terugvinden!"" antwoordde Glenarvan.'}"
6667,"{'de': 'Thalcave hat uns auf seine Spuren gebracht, und ich habe Zutrauen zu ihm.', 'nl': '""Thalcave heeft ons hem op het spoor gebragt, en ik stel vertrouwen in hem.""'}"
6668,"{'de': '– Ein braver Indianer, der Thalcave, sagte das Kind.', 'nl': '""Een brave Indiaan, die Thalcave,"" zeide het kind.'}"
6669,"{'de': '– Ganz gewiß.', 'nl': '""Zeker.""'}"
6670,"{'de': '– Wissen Sie Etwas, Mylord?', 'nl': '""Wil ik u eens wat zeggen, mylord?""'}"
6671,"{'de': '– Sprich Dich aus, ich werde Dir antworten.', 'nl': '""Spreek eerst, dan zal ik u antwoorden.""'}"
6672,"{'de': '– Nun, es sind nur lauter gute Menschen mit uns.', 'nl': '""Het zijn allen brave lieden, die u omringen!'}"
6673,"{'de': 'Madame Helena, die ich so sehr liebe; der Major, mit seiner ruhigen Miene, der Kapitän Mangles, sammt Herrn Paganel und die Matrosen vom Duncan, die eben so muthig als ergeben sind.', 'nl': 'Mevrouw Helena, van wie ik zooveel houd, de majoor met zijn bedaard voorkomen, kapitein Mangles, en de heer Paganel, en de matrozen der _Duncan_, die zoo moedig en zoo verknocht zijn!""'}"
6674,"{'de': '– Ja, das weiß ich, mein Sohn.', 'nl': '""Ja, dat weet ik, mijn jongen!"" antwoordde Glenarvan.'}"
6675,"{'de': '– Und wissen Sie, wer von Allen der Beste ist?', 'nl': '""En weet gij wel, dat gij de beste van allen zijt?""'}"
6676,"{'de': '– Nein, das weiß ich gerade nicht.', 'nl': '""Neen, dat weet ik waarlijk niet!""'}"
6677,"{'de': '– Nun, dann müssen Sie es wissen lernen, Mylord«, entgegnete Robert, der des Lords Hand ergriff und sie an seine Lippen führte.', 'nl': '""Welnu, ik zeg u, dat het zoo is, mylord!"" antwoordde Robert, terwijl hij de hand van den lord vatte en aan zijn lippen bragt.'}"
6678,"{'de': ""Glenarvan senkte langsam das Haupt, und wenn das Gespräch nicht weiter ging, so geschah es, weil eine Handbewegung Thalcave's die Nachzügler antrieb."", 'nl': 'Glenarvan schudde zachtjes het hoofd. Het gesprek werd echter niet voortgezet; want Thalcave wenkte de achterblijvers om wat voort te maken.'}"
6679,"{'de': 'Sie waren zurückgeblieben, und mußten doch die Zeit zu Rathe halten und an Diejenigen denken, welche noch hinter ihnen waren.', 'nl': 'Zij hadden hem vooruit laten komen. Er was echter geen tijd te verliezen, en men mogt degenen, die achtergelaten waren, niet vergeten.'}"
6680,"{'de': 'Man setzte sich also wieder in schnellern Gang; es zeigte sich aber bald, daß die Pferde, außer Thaouka, diesen nicht lange aushalten würden.', 'nl': 'Zij zetten dus hun paarden aan; maar het bleek weldra, dat zij, met uitzondering van Thaouka, het niet lang zouden kunnen uithouden.'}"
6681,"{'de': 'Gegen Mittag mußte man ihnen eine Stunde Rast gönnen.', 'nl': 'Ten twaalf ure moest men hun een uur rust geven.'}"
6682,"{'de': 'Sie konnten nicht mehr fort und verschmähten es, Alsasaresbüschel, nämlich eine Art magern und jetzt von der Sonne gedörrten Klees, zu verzehren.', 'nl': 'Zij konden niet verder voort en weigerden de ""alfafares"" te eten, een soort van magere en door de zonnestralen verschroeide spurrie.'}"
6683,"{'de': 'Glenarvan ward unruhig.', 'nl': 'Glenarvan begon ongerust te worden.'}"
6684,"{'de': 'Die Zeichen der Unfruchtbarkeit wurden nicht geringer, und der Mangel an Wasser konnte für sie von sehr verderblichen Folgen sein.', 'nl': 'De kenteekenen der onvruchtbaarheid verminderden niet, en het gebrek aan water kon schromelijke gevolgen hebben.'}"
6685,"{'de': 'Thalcave sagte Nichts; er dachte wahrscheinlich, daß es Zeit zum Verzweifeln wäre, wenn der Guamini sich als wasserlos auswies; ein Indianerherz hört überhaupt eigentlich nie die Stunde der Verzweiflung schlagen.', 'nl': 'Thalcave zeide niets, en dacht waarschijnlijk, dat het vroeg genoeg zou zijn om te wanhopen, wanneer de Guamini uitgedroogd was; althans indien voor een indiaansch hart het uur der wanhoop ooit slaat.'}"
6686,"{'de': 'Der Weg wurde also wohl oder übel fortgesetzt, und die Pferde mußten mit Peitsche und Sporen getrieben werden, gingen aber nur im Schritt; sie konnten nicht anders.', 'nl': 'Hij ging dus weder op weg, en goed- of kwaadschiks de paarden moesten, door zweep en spoor aangezet, weder vooruit, maar stapvoets. Dat was al wat zij doen konden.'}"
6687,"{'de': 'Thalcave wäre gern vorausgeritten, denn Thaouka hätte ihn in wenigen Stunden an das Ufer des Bergflusses bringen können.', 'nl': 'Thalcave zou wel verder geweest zijn, want Thaouka kon hem in weinige uren aan de oevers van den stroom brengen.'}"
6688,"{'de': 'Er dachte sicher daran; aber gewiß wollte er auch seine zwei Begleiter nicht allein mitten in der Wüste verlassen, und so zwang er, um ihnen nicht vorauszukommen, Thaouka, ihre Schritte zu mäßigen.', 'nl': 'Hij dacht er zeker wel aan; maar hij wilde ongetwijfeld zijn beide makkers niet alleen in de woestijn laten, en om hun niet vooruit te komen, dwong hij Thaouka tot een langzamer gang.'}"
6689,"{'de': 'Ohne Widerstand, ohne sich aufzubäumen und heftig zu wiehern, ließ sich aber Thaouka nicht bewegen, Schritt zu halten; dennoch bedurfte es dazu weniger der Körperkraft ihres Herrn, als vielmehr seiner Worte.', 'nl': 'Niet zonder tegenstand te bieden, zonder te steigeren, zonder luide te hinniken onderwierp het paard van Thalcave er zich aan om stapvoets te gaan; zijn meester dwong hem er echter minder toe door geweld dan door zijn stem.'}"
6690,"{'de': 'Thalcave sprach eigentlich mit seinem Pferde, und wenn dieses auch nicht antwortete, so verstand es ihn doch gewiß.', 'nl': 'Thalcave praatte werkelijk met zijn paard, en al antwoordde Thaouka hem niet, hij begreep hem toch.'}"
6691,"{'de': 'Der Patagonier mußte ihm durchschlagende Gründe beigebracht haben, denn nachdem es einige Zeit Einwendungen gemacht, fügte es sich seinen Gründen und gehorchte, aber nicht ohne die Zügel zu beißen.', 'nl': 'Waarschijnlijk voerde de Patagoniër uitmuntende redenen aan; want na eenigen tijd ""geredetwist"" te hebben, werd Thaouka door zijn bewijsgronden overwonnen en gehoorzaamde hij, echter niet zonder hevig op zijn gebit te knabbelen.'}"
6692,"{'de': 'Wenn aber Thaouka Thalcave verstand, so verstand Thalcave nicht minder Thaouka.', 'nl': 'Werd Thalcave door Thaouka begrepen, Thaouka werd evenzeer door Thalcave begrepen.'}"
